14-02-2020 00:00:09.459 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:05:08.993 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:10:08.811 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:15:08.815 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:20:08.815 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:25:08.805 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:30:08.805 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:35:08.807 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:40:08.810 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:45:08.813 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:50:08.813 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 00:55:08.816 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 01:00:08.820 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 09:54:20.099 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 09:59:20.102 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 10:04:20.104 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 10:09:20.105 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 10:14:20.106 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 10:19:20.107 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 10:24:20.109 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
14-02-2020 10:29:20.111 [AsyncResolver-bootstrap-executor-0] INFO  Cheta314718101 - nes-delivery - com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver.getClusterEndpoints(43) - Resolving eureka endpoints via configuration
